epoch,recon_loss,sparse_loss,total_loss
1,0.004233140657549795,0.0001818693166961002,0.004415009954732053
2,0.0038339824716360133,0.00048024624901458243,0.004314228715492955
3,0.003197710032728088,0.0007950022405520365,0.003992712248965532
4,0.0029987424134595105,0.0009213990968050836,0.003920141513211818
5,0.002853807306530166,0.001055212888153435,0.003909020183631514
6,0.002811247577206998,0.001067574433812907,0.0038788220226245967
7,0.0027480050715134492,0.0011695572270870303,0.003917562300810897
8,0.0027200858096910426,0.0011993794727044864,0.00391946528755317
9,0.0027011448629436236,0.0012217847824898325,0.003922929654275126
10,0.002664750998934047,0.001246507884492461,0.0039112589003730425
11,0.002643092075669313,0.0012726216647726825,0.003915713781703122
12,0.0026213470934831266,0.0012865284026034555,0.0039078755056650575
13,0.0026058775632158866,0.0013245401721259085,0.003930417753025135
14,0.0026239495918956362,0.0013197500758238515,0.003943699668456293
15,0.002603702662701282,0.0013307209489159758,0.003934423607196423
16,0.0025940715995487534,0.0013254672882760156,0.003919538909192138
17,0.002578161954526094,0.001362860979382656,0.003941022935382362
18,0.0025759222799369807,0.0013574528098224273,0.003933375079444126
19,0.002562006228143656,0.0013971642879887095,0.0039591705279212585
20,0.0025524276697748826,0.0013797036003722232,0.00393213126572627
21,0.002550611284243155,0.0014155520821768272,0.003966163387050545
22,0.0025553388043625066,0.0013950010127965597,0.003950339798002115
23,0.002536179102910093,0.0014237416156603,0.003959920717096782
24,0.002542619478499776,0.0014017998621079929,0.003944419321450818
25,0.0025343899084608766,0.0014082896773691608,0.003942679593198096
26,0.002546182082070014,0.0013919106310327784,0.003938092723418074
27,0.002546325190393608,0.0014133888158263475,0.00395971401948246
28,0.002517768175966,0.0014031905448064208,0.003920958734034926
29,0.002516650196895758,0.0014342489310457736,0.0039508991456248714
30,0.002538952407651121,0.0013994820743115455,0.003938434477541832
